budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year
15000000,"[53, 80, 18]",en,13.971865,[41],['US'],1988-12-08,34604000.0,128.0,['en'],Mississippi Burning,7.4,336.0,1988
14000000,"[80, 35]",en,6.573364,[41],['US'],1987-12-11,57915972.0,88.0,['en'],Throw Momma from the Train,6.0,147.0,1987
22000000,"[28, 35]",en,8.473369,"[497, 2608]",['US'],2001-06-01,84772742.0,84.0,['en'],The Animal,4.6,310.0,2001
80000000,"[28, 35, 878]",en,5.395127,"[27, 441, 4607]",['US'],2001-06-08,98376292.0,101.0,['en'],Evolution,5.7,650.0,2001
102000000,"[28, 80, 53]",en,9.646208,"[79, 172, 1885, 6194, 46458]","['AU', 'US']",2001-06-07,147080413.0,99.0,"['de', 'en']",Swordfish,6.1,946.0,2001
24000000,"[28, 53, 80]",en,11.453093,"[25, 1644, 4248]",['US'],1991-07-12,83531958.0,120.0,['en'],Point Break,6.9,861.0,1991
23000000,"[80, 53]",en,6.477258,"[25, 1644, 4248]","['JP', 'US']",1992-06-26,57138719.0,117.0,"['en', 'es']",Unlawful Entry,5.8,63.0,1992
21000000,"[35, 10749]",en,8.451188,"[441, 932, 2154, 4267, 10932]",['US'],1982-12-16,177200000.0,116.0,['en'],Tootsie,6.9,429.0,1982
120000000,"[16, 10751, 12, 878]",en,10.901602,"[2, 10217]",['US'],2001-06-02,186053725.0,95.0,"['en', 'fr', 'es']",Atlantis: The Lost Empire,6.7,1257.0,2001
115000000,"[12, 14, 28, 53]",en,15.851722,"[4, 657, 762, 840, 3324, 4650, 19105]",['US'],2001-06-11,274703340.0,100.0,['en'],Lara Croft: Tomb Raider,5.7,2235.0,2001
70000000,"[35, 10751, 10749, 14]",en,7.906683,"[306, 1301, 1302]",['US'],2001-06-22,176104344.0,87.0,['en'],Dr. Dolittle 2,4.9,422.0,2001
38000000,"[28, 80, 53]",en,1.406181,"[33, 333, 26281, 26282]","['DE', 'US']",2001-06-22,207283925.0,106.0,['en'],The Fast and the Furious,6.6,3485.0,2001
100000000,"[18, 878, 12]",en,13.249364,"[27, 56, 385, 6194]",['US'],2001-06-29,235926552.0,146.0,['en'],A.I. Artificial Intelligence,6.8,2011.0,2001
16000000,"[80, 18, 10749]",en,9.503157,"[5, 1947]",['US'],2001-06-27,29381649.0,130.0,['en'],Baby Boy,7.3,57.0,2001
13000000,"[18, 10749]",en,6.236729,"[9195, 12548]",['US'],2001-06-29,16929123.0,99.0,"['es', 'en']",Crazy/Beautiful,6.6,98.0,2001
60000000,"[35, 10751]",en,8.142251,"[79, 172, 1757, 3169, 6194, 6363]",['US'],2001-07-04,93375151.0,87.0,"['en', 'fr', 'de', 'th']",Cats & Dogs,5.0,363.0,2001
25000000,"[28, 80, 53]",en,7.637345,"[306, 972, 973, 5358, 6896, 73954]","['FR', 'US']",2001-07-06,64437847.0,98.0,"['en', 'fr', 'zh']",Kiss of the Dragon,6.4,304.0,2001
45000000,[35],en,10.869056,"[1607, 1608, 7405, 10958]","['CA', 'US']",2001-07-04,141220678.0,83.0,['en'],Scary Movie 2,5.4,1019.0,2001
18000000,[35],en,6.693055,[7997],['US'],1981-06-19,72179579.0,95.0,"['ja', 'zh', 'ar', 'en']",The Cannonball Run,6.2,161.0,1981
14000000,"[53, 35]",en,8.678022,[41],['US'],1991-12-05,2735731.0,85.0,['en'],Shadows and Fog,7.0,80.0,1991
10000000,"[28, 12, 35]",en,6.830599,"[559, 2730, 3088]",['US'],1985-03-22,25754284.0,108.0,['en'],The Last Dragon,6.4,71.0,1985
16000000,[878],en,6.918821,"[7965, 7966]",['GB'],1981-05-22,17374595.0,112.0,['en'],Outland,6.2,153.0,1981
137000000,"[12, 28, 16, 14, 878, 53]",en,10.223851,"[5, 4164, 20033]","['JP', 'US']",2001-07-02,85131830.0,106.0,['en'],Final Fantasy: The Spirits Within,5.9,441.0,2001
18000000,[35],en,12.769371,"[2527, 8411]",['US'],2001-07-13,141774679.0,96.0,['en'],Legally Blonde,6.2,908.0,2001
68000000,"[28, 80, 53]",en,14.741992,"[4, 551, 19552]","['DE', 'US']",2001-07-13,71069884.0,124.0,"['en', 'fr']",The Score,6.7,436.0,2001
5000000,"[28, 35, 53]",en,3.531682,[2188],['US'],2001-07-13,5476060.0,94.0,['en'],Made,6.3,55.0,2001
7500000,"[28, 12, 18, 53]",en,5.283245,[6194],"['HK', 'US']",1988-04-08,18869631.0,99.0,"['en', 'es']",Above the Law,5.9,140.0,1988
46630000,"[28, 12, 35, 14]",en,7.753416,"[441, 1593, 1755, 11352]","['IT', 'GB']",1988-12-07,8083123.0,126.0,['en'],The Adventures of Baron Munchausen,6.9,185.0,1988
4000000,"[53, 27, 18]",en,3.927714,[],"['AR', 'GB']",1988-09-30,670774.0,124.0,['en'],Apartment Zero,6.9,12.0,1988
4000000,"[27, 53]",en,5.296777,[3851],['US'],1988-04-08,9797098.0,86.0,['en'],Bad Dreams,5.3,31.0,1988
20000000,"[35, 18, 10749]",en,4.619593,"[33, 2070]",['US'],1988-03-25,51684798.0,106.0,['en'],Biloxi Blues,6.4,72.0,1988
19000000,"[27, 878]",en,10.874079,"[559, 42226]",['US'],1988-08-05,8247943.0,95.0,['en'],The Blob,6.3,187.0,1988
8000000,"[18, 10749]",en,0.964399,[469],[],1988-12-23,784990.0,95.0,['en'],The Boost,5.3,12.0,1988
3512454,[18],fr,0.134014,"[5358, 6916, 7184, 11433, 78987]",['FR'],2013-03-13,115860.0,95.0,['fr'],Camille Claudel 1915,7.0,20.0,2013
20000000,"[18, 10749]",en,9.270831,[9195],['US'],1988-07-29,171504781.0,104.0,"['en', 'pt']",Cocktail,5.7,330.0,1988
6000000,"[28, 80, 18]",en,5.529808,[41],['US'],1988-04-15,46616067.0,120.0,"['en', 'es']",Colors,6.6,100.0,1988
39000000,"[35, 10749]",en,7.830087,"[4, 30]",['US'],1988-06-28,288752301.0,116.0,['en'],Coming to America,6.5,944.0,1988
2000000,"[28, 35, 27, 878, 53]",en,10.113807,"[12, 1531, 1532]",['US'],1986-04-11,13167232.0,82.0,['en'],Critters,5.9,221.0,1986
4500000,"[35, 27, 878, 53]",en,9.97523,"[12, 1532]",['US'],1988-04-29,3813293.0,86.0,['en'],Critters 2,5.0,91.0,1988
6000000,"[35, 10751]",en,3.590547,[9195],['US'],1988-11-11,28202109.0,95.0,['en'],Ernest Saves Christmas,4.9,47.0,1988
20000000,"[80, 18, 9648, 53]",en,8.105859,"[1312, 6194]","['FR', 'US']",1988-02-16,17637950.0,120.0,"['en', 'fr']",Frantic,6.6,232.0,1988
24000000,[35],en,11.666172,"[33, 477]",['US'],1988-06-17,43455230.0,91.0,['en'],The Great Outdoors,6.4,155.0,1988
9000000,[35],en,1.99161,[6194],['US'],1988-08-26,6436211.0,88.0,['en'],Hot to Trot,5.1,17.0,1988
2500000,"[35, 27]",en,9.97466,[14221],['GB'],1988-09-14,1189315.0,93.0,['en'],The Lair of the White Worm,5.8,59.0,1988
12300000,"[16, 12, 10751]",en,13.631352,"[1, 33, 56, 6422, 20448, 69627]","['IE', 'US']",1988-11-18,84460846.0,69.0,['en'],The Land Before Time,7.0,660.0,1988
8000000,"[35, 10751]",en,9.631158,"[306, 1302]",['US'],1988-07-06,22433275.0,90.0,['en'],License to Drive,6.1,100.0,1988
20000000,"[35, 878]",en,6.493525,"[6313, 6314]",['US'],1988-12-09,13854000.0,108.0,['en'],My Stepmother is an Alien,5.3,132.0,1988
12000000,"[28, 80, 18, 9648, 53]",en,11.516965,"[306, 5264]",['US'],1988-03-11,7242035.0,102.0,['en'],Off Limits,5.6,16.0,1988
8000000,[18],en,1.194377,[],[],1988-04-22,1893139.0,91.0,['en'],Permanent Record,5.7,9.0,1988
29000000,"[28, 80]",en,14.25013,"[559, 5280, 10320, 80485]",['US'],1988-06-17,34994648.0,104.0,"['en', 'ru']",Red Heat,5.8,360.0,1988
6200000,"[35, 27]",en,6.606325,[68860],['US'],1988-01-15,9205924.0,89.0,['en'],Return of the Living Dead Part II,5.8,95.0,1988
4000000,"[35, 27]",en,6.258984,"[469, 4763, 4764]",['US'],1985-05-15,14237000.0,91.0,['en'],The Return of the Living Dead,7.3,270.0,1985
3500000,"[10751, 18, 28, 37, 10749]",en,3.382894,"[306, 4293]",['AU'],1982-03-02,20659423.0,104.0,['en'],The Man from Snowy River,6.9,38.0,1982
7000000,"[27, 53]",en,7.791952,[33],['US'],1988-02-05,19595031.0,98.0,['en'],The Serpent and the Rainbow,6.2,120.0,1988
16000000,"[28, 35, 80, 9648, 53]",en,1.835663,"[371, 44425, 44426]","['IT', 'US']",1988-04-29,4594452.0,102.0,"['en', 'es']",Sunset,5.6,15.0,1988
4000000,"[28, 27, 878, 53]",en,11.292364,"[33, 17823, 17824]",['US'],1988-11-23,13008928.0,94.0,['en'],They Live,7.1,562.0,1988
15000000,[35],en,5.952494,[33],['US'],1988-12-09,216614388.0,107.0,['en'],Twins,5.7,566.0,1988
31000000,"[14, 18, 10749]",en,5.443097,"[33, 56, 60]",['US'],1989-12-22,74134790.0,122.0,['en'],Always,6.0,136.0,1989
1000000,"[28, 12]",en,7.314536,"[1444, 1445]",['US'],1985-08-30,10499694.0,95.0,['en'],American Ninja,5.5,71.0,1985
5000000,"[35, 18, 10749]",en,6.69473,[5],['US'],1989-09-15,117463.0,100.0,['en'],The Big Picture,5.9,24.0,1989
10000000,"[12, 35, 878]",en,15.109261,[41],['US'],1989-02-17,40485039.0,90.0,"['en', 'fr', 'de', 'el']",Bill & Ted's Excellent Adventure,6.7,464.0,1989
30000000,"[28, 53, 80]",en,6.973408,"[4, 1561, 14361]",['US'],1989-09-22,45892212.0,125.0,"['en', 'ja']",Black Rain,6.2,250.0,1989
22500000,"[18, 36, 10752]",en,7.435688,[441],"['TH', 'US']",1989-08-18,18671317.0,113.0,['en'],Casualties of War,6.8,203.0,1989
500000,"[28, 878]",en,8.473602,"[1444, 1445]",['US'],1989-04-07,10166459.0,86.0,['en'],Cyborg,4.9,154.0,1989
19000000,"[18, 35]",en,2.727017,"[33, 56]",['US'],1989-10-27,19738015.0,117.0,['en'],Dad,5.6,20.0,1989
10000000,"[10402, 35, 18, 10749, 878]",en,11.509677,"[484, 27023, 78875]","['GB', 'US']",1988-09-08,3916303.0,100.0,['en'],Earth Girls Are Easy,5.5,110.0,1988
16000000,"[10752, 12]",en,1.629224,"[41, 6133, 6135, 6136, 6137, 6138]",['US'],1989-03-03,2420917.0,117.0,['en'],Farewell to the King,5.9,23.0,1989
30000000,"[35, 80, 18]",en,9.01086,[4],['US'],1989-11-17,60864870.0,116.0,"['en', 'ru']",Harlem Nights,5.7,85.0,1989
20000000,"[80, 18]",en,9.059459,"[276, 277, 14723]",['US'],1989-09-12,7237794.0,94.0,"['en', 'fr']",Johnny Handsome,6.1,49.0,1989
17000000,"[28, 35, 80]",en,5.772293,"[33, 1073]",['US'],1989-04-28,78247647.0,101.0,['en'],K-9,5.5,209.0,1989
1500000,"[28, 53]",en,6.939994,[4255],['US'],1989-04-20,14697005.0,97.0,['en'],Kickboxer,6.3,257.0,1989
25000000,"[12, 27, 28, 53, 878]",en,10.653446,"[1073, 4753, 8411]","['IT', 'US']",1989-03-17,15704614.0,98.0,['en'],Leviathan,6.0,125.0,1989
7000000,"[12, 14, 35, 10751]",en,6.256969,[],['US'],1989-08-25,793775.0,102.0,['en'],Little Monsters,5.6,53.0,1989
24000000,"[28, 12, 80, 18, 53]",en,4.701379,"[559, 1073, 14723, 21919]",['US'],1989-08-04,22099847.0,115.0,['en'],Lock Up,6.2,208.0,1989
7500000,"[35, 10749]",en,5.795045,"[559, 8821]",['US'],1989-10-12,296000000.0,93.0,['en'],Look Who's Talking,5.8,546.0,1989
11000000,[35],en,5.304376,"[4, 932]",['US'],1989-02-16,49797148.0,107.0,['en'],Major League,6.7,222.0,1989
3000000,"[10749, 878, 53]",en,10.018693,"[3952, 59403]",['US'],1989-05-19,1145404.0,87.0,['en'],Miracle Mile,7.2,50.0,1989
12000000,"[12, 18, 28, 53]",en,3.801832,[1176],['US'],1989-10-20,15942628.0,108.0,['en'],Next of Kin,5.0,53.0,1989
8000000,"[28, 18]",en,0.863547,"[12, 7588]",['US'],1989-06-02,16093651.0,93.0,['en'],No Holds Barred,5.6,20.0,1989
16000000,"[28, 36, 10752]",en,2.549325,"[7531, 7532, 7533]","['NA', 'US', 'ZA']",1988-12-24,4192440.0,105.0,['en'],Red Scorpion,4.9,50.0,1988
93000000,"[12, 28, 53, 878]",en,0.648867,"[13, 56]",['US'],2001-07-18,368780809.0,92.0,"['en', 'es']",Jurassic Park III,5.7,2109.0,2001
12000000,"[80, 18, 53]",ja,8.134524,"[528, 567, 6516, 11561, 11562, 11563]","['GB', 'JP', 'US']",2000-09-09,15250000.0,114.0,"['en', 'it', 'ja', 'es']",Brother,6.8,107.0,2000
100000000,"[53, 878, 28, 12]",en,17.319836,"[306, 8601, 20004]",['US'],2001-07-25,362211740.0,119.0,['en'],Planet of the Apes,5.6,1270.0,2001
20000,"[80, 27, 9648, 53]",ja,3.111281,[881],['JP'],1997-11-06,99000.0,111.0,['ja'],Cure,7.4,63.0,1997
400000,[],en,0.218588,[],[],2001-07-26,43719.0,97.0,[],Jackpot,6.0,1.0,2001
5000000,[35],en,6.386082,[1002],['US'],2001-07-27,295206.0,97.0,['en'],Wet Hot American Summer,6.4,271.0,2001
15000000,"[28, 53]",en,2.943427,"[60, 206, 1885]",['US'],1989-05-19,30050028.0,114.0,"['en', 'pt']",Road House,6.3,259.0,1989
19000000,"[18, 80, 9648]",en,9.801967,[42],['US'],1989-09-15,110879513.0,113.0,['en'],Sea of Love,6.7,144.0,1989
18000000,"[80, 35]",en,17.367336,[559],['US'],1989-05-12,46908987.0,103.0,['en'],"See No Evil, Hear No Evil",6.4,220.0,1989
5000000,"[53, 35, 27]",en,5.587765,"[17823, 69627, 80461]",['US'],1989-10-27,16554699.0,109.0,['en'],Shocker,5.5,89.0,1989
55000000,"[28, 12, 35]",en,7.507261,[6194],['US'],1989-12-22,63408614.0,104.0,['en'],Tango & Cash,6.1,468.0,1989
15000000,[35],en,3.96986,"[9195, 10282]",['US'],1989-01-27,40590000.0,96.0,"['en', 'fr']",Three Fugitives,6.0,49.0,1989
15000000,"[35, 18, 10751]",en,8.13754,"[33, 477]",['US'],1989-08-16,79258538.0,100.0,['en'],Uncle Buck,6.6,338.0,1989
2000000,"[35, 27]",en,3.265426,"[469, 60303]",['US'],1988-09-17,725131.0,103.0,['en'],Vampire's Kiss,6.0,75.0,1988
6000000,"[12, 35, 18, 10751, 10749]",en,5.763954,[33],['US'],1989-12-15,14278900.0,100.0,"['en', 'it']",The Wizard,6.1,83.0,1989
58000000,"[10402, 18, 80, 10749]",en,9.508061,"[41, 427, 991]",['US'],1984-12-14,25928721.0,127.0,"['en', 'it']",The Cotton Club,6.5,71.0,1984
42000000,[53],en,9.970359,"[763, 813, 1171, 8411, 10103, 13816, 76083]","['FR', 'US']",2001-08-03,35402320.0,118.0,"['en', 'de', 'ja', 'la', 'es']",Original Sin,5.8,200.0,2001
37000000,"[35, 10751, 10749]",en,7.387171,"[2, 26423, 65559]",['US'],2001-08-03,165335153.0,115.0,['en'],The Princess Diaries,6.5,1063.0,2001
90000000,"[28, 35, 80, 53]",en,8.345985,[12],['US'],2001-08-03,347325802.0,90.0,"['cn', 'en', 'zh']",Rush Hour 2,6.4,1078.0,2001
15000000,"[9648, 18, 14, 878, 53, 27]",en,10.603299,[6194],['US'],1980-12-25,19853892.0,102.0,"['en', 'es']",Altered States,6.7,169.0,1980
30000000,"[35, 10749]",en,10.25103,"[33, 2200, 3169]",['US'],2001-08-10,287553595.0,108.0,['en'],American Pie 2,6.0,1375.0,2001
75000000,"[12, 16, 28, 35, 10751]",en,6.405831,"[1156, 2785, 6194]",['US'],2001-08-07,13596911.0,95.0,['en'],Osmosis Jones,6.0,237.0,2001
35000000,"[28, 37]",en,10.855383,[10210],['US'],2001-08-17,13678913.0,94.0,['en'],American Outlaws,5.7,56.0,2001
1500000,"[27, 9648]",en,14.242234,"[236, 987, 2065]",['US'],2001-08-10,373967.0,100.0,['en'],Session 9,6.2,255.0,2001
57000000,"[18, 36, 10749]",en,9.243715,"[14, 33]","['GB', 'US', 'FR']",2001-08-17,62112895.0,131.0,"['en', 'de', 'el', 'it']",Captain Corelli's Mandolin,5.6,146.0,2001
48000000,"[12, 35]",en,12.330275,"[4, 3857, 11462]","['CA', 'US']",2001-07-30,85498534.0,112.0,['en'],Rat Race,6.0,531.0,2001
22000000,[35],en,11.619446,"[7405, 16934, 53009]",['US'],2001-08-22,33788161.0,104.0,['en'],Jay and Silent Bob Strike Back,6.4,491.0,2001
28000000,"[28, 27, 878]",en,7.058599,"[3287, 23895, 51312]",['US'],2001-08-24,14010832.0,98.0,['en'],Ghosts of Mars,4.8,299.0,2001
34000000,"[18, 35, 10749]",en,5.499867,"[2184, 6194]",['US'],2001-08-22,19693891.0,108.0,['en'],Summer Catch,4.8,63.0,2001
10000000,"[27, 53]",en,10.414363,"[60, 70, 995, 21784, 21785]","['DE', 'US']",2001-07-01,59217789.0,90.0,['en'],Jeepers Creepers,6.1,731.0,2001
1900000,"[35, 27]",en,4.119963,"[2165, 6562]",['US'],1986-07-18,4790926.0,93.0,['en'],Vamp,5.9,39.0,1986
40000000,"[28, 12, 18]",en,4.260945,[],"['GB', 'US', 'DE', 'LU']",2001-09-07,27053815.0,104.0,"['en', 'hu']",The Musketeer,5.2,56.0,2001
57000000,"[10402, 18, 35]",en,10.076223,"[788, 6194, 12245, 89134, 89135]",['US'],2001-09-04,16991902.0,105.0,['en'],Rock Star,6.0,194.0,2001
700000,[18],en,8.66635,[],['US'],2001-01-20,1667192.0,97.0,['en'],L.I.E.,6.7,31.0,2001
30000000,"[18, 53]",en,6.418936,[333],['US'],2001-09-14,23619609.0,106.0,"['es', 'en']",The Glass House,5.4,203.0,2001
32000000,"[35, 10749]",en,7.674549,"[4, 3858, 3859, 3860]","['DE', 'US']",2001-09-14,40222729.0,106.0,['en'],Hardball,6.3,126.0,2001
40000000,"[28, 35, 53]",en,5.761051,[9195],['US'],2002-04-05,8493890.0,85.0,['en'],Big Trouble,6.3,82.0,2002
22000000,"[18, 10749]",en,5.420686,"[306, 415, 441, 89627, 89628]",['US'],2001-09-21,5271666.0,104.0,['en'],Glitter,3.4,38.0,2001
45000000,"[28, 80, 18, 53]",en,13.664622,"[79, 172, 6194, 19507, 24939]","['AU', 'US']",2001-10-05,104876233.0,122.0,"['en', 'ru', 'es', 'ko']",Training Day,7.3,1665.0,2001
1000000,"[35, 18, 10749]",en,2.678923,[2315],['US'],2001-11-23,2402459.0,107.0,['en'],Sidewalks of New York,5.6,16.0,2001
18000000,"[10751, 12]",en,6.41742,[13671],['US'],1986-06-06,9697739.0,107.0,['en'],SpaceCamp,5.8,60.0,1986
50000000,[53],en,6.824871,"[79, 172, 508, 824, 1171, 10104, 33433]","['AU', 'US']",2001-09-28,100020092.0,113.0,"['en', 'fr', 'it', 'es']",Don't Say a Word,6.0,223.0,2001
31000000,"[18, 9648]",en,6.425321,"[79, 97, 6194]","['AU', 'US']",2001-09-07,24185781.0,101.0,['en'],Hearts in Atlantis,6.5,132.0,2001
28000000,[35],en,10.40782,"[4, 79, 172, 258, 2932, 2933, 10692, 12178, 21409]","['DE', 'US']",2001-09-28,60780981.0,89.0,['en'],Zoolander,6.1,1363.0,2001
23000000,"[9648, 53, 18]",en,10.337689,"[508, 1171, 7161, 10104, 11461]",['US'],2001-10-05,36642838.0,97.0,['en'],Joy Ride,6.3,328.0,2001
12000000,"[35, 10751, 14, 878]",en,2.828884,"[2, 4194]",['US'],2001-10-05,17292381.0,86.0,['en'],Max Keeble's Big Move,5.4,33.0,2001
28000000,"[35, 10749]",en,5.715737,"[14, 870, 21518]",['US'],2001-10-05,77516304.0,90.0,['en'],Serendipity,6.6,529.0,2001
4500000,"[18, 10752]",en,5.395103,[898],['US'],1980-05-28,7206220.0,113.0,"['en', 'fr', 'de', 'it']",The Big Red One,6.8,83.0,1980
15000000,"[18, 10402]",en,2.847277,[33],['US'],1980-03-07,67182787.0,125.0,['en'],Coal Miner's Daughter,7.2,67.0,1980
75000000,"[28, 35, 80, 10749]",en,13.136791,"[890, 1171, 1212, 8411, 13816, 16061, 52944]",['US'],2001-10-12,67631903.0,123.0,['en'],Bandits,6.2,307.0,2001
11000000,"[28, 35, 80]",en,4.890067,"[3929, 9195]",['US'],2001-10-12,23978402.0,86.0,"['en', 'es', 'th', 'vi']",Corky Romano,4.1,54.0,2001
15000000,"[53, 18, 9648]",en,18.184056,"[373, 635, 636, 637, 5358]","['FR', 'US']",2001-05-16,20117339.0,147.0,"['es', 'en']",Mulholland Drive,7.7,1517.0,2001
10000000,"[28, 27, 53]",en,6.513545,[12],['US'],2001-10-24,7316658.0,96.0,"['en', 'fr']",Bones,4.3,36.0,2001
35000000,"[27, 9648, 53]",en,7.79014,"[306, 476]","['CZ', 'GB']",2001-10-19,74558115.0,122.0,"['en', 'hu', 'ru']",From Hell,6.6,758.0,2001
72000000,"[28, 18, 53]",en,9.807552,[27],['US'],2001-10-19,27642707.0,131.0,['en'],The Last Castle,7.0,290.0,2001
48000000,"[35, 18, 10749]",en,4.556123,[5],['US'],2001-10-19,35743308.0,132.0,['en'],Riding in Cars with Boys,6.5,108.0,2001
48000000,"[18, 878]",en,12.400152,"[763, 840, 1178, 19116]","['DE', 'GB', 'US']",2001-10-22,50315140.0,120.0,['en'],K-PAX,7.1,710.0,2001
6000000,"[14, 18, 9648]",en,18.303148,"[185, 306, 2214, 3334]",['US'],2001-01-18,1270522.0,113.0,['en'],Donnie Darko,7.7,3574.0,2001
75000000,"[9648, 53, 80]",en,6.353996,[4],['US'],2001-10-30,54249294.0,89.0,['en'],Domestic Disturbance,5.4,115.0,2001
115000000,"[16, 35, 10751]",en,26.419962,"[2, 3]",['US'],2001-11-01,562816256.0,92.0,['en'],"Monsters, Inc.",7.5,6150.0,2001
49000000,"[28, 878, 53]",en,9.769047,"[5, 497, 48772, 93580]",['US'],2001-11-02,72700000.0,87.0,['en'],The One,5.7,445.0,2001
100000,[18],en,3.580063,"[54, 11510, 26468, 26469, 36982]",['US'],2001-01-26,490475.0,86.0,['en'],Tape,6.9,63.0,2001
40000000,"[35, 10749]",en,12.520688,[306],['US'],2001-11-01,141069860.0,114.0,['en'],Shallow Hal,5.7,764.0,2001
7000000,"[28, 35]",en,2.483032,[1632],['US'],2001-11-16,10229331.0,93.0,['en'],The Wash,5.3,26.0,2001
125000000,"[12, 14, 10751]",en,38.187238,"[436, 6194, 7364]","['GB', 'US']",2001-11-16,976475550.0,152.0,['en'],Harry Potter and the Philosopher's Stone,7.5,7188.0,2001
6000000,"[35, 80, 53]",en,3.916221,[3840],['US'],2001-11-23,2025238.0,95.0,['en'],Novocaine,6.0,44.0,2001
24000000,[35],en,4.197544,[],['US'],2001-11-21,14782676.0,89.0,['en'],Out Cold,5.8,53.0,2001
92000000,"[28, 80, 53]",en,18.186839,"[33, 656, 657, 780, 919, 7385]","['GB', 'US']",2001-11-18,143049560.0,126.0,"['cn', 'en', 'de', 'ar', 'fr']",Spy Game,6.8,592.0,2001
4500000,"[14, 18, 27, 53, 878]",es,11.111299,"[1102, 9335, 11628, 11736, 11955]","['ES', 'MX']",2001-04-20,6459020.0,106.0,['es'],The Devil's Backbone,7.2,277.0,2001
2000000,"[28, 53]",fr,8.066663,[9],['FR'],1985-04-10,390659.0,104.0,['fr'],Subway,6.3,89.0,1985
6500000,"[27, 9648, 53]",en,9.3806,"[1138, 10317]",['US'],1980-06-25,31899000.0,105.0,['en'],Dressed to Kill,6.8,159.0,1980
35000000,[878],en,6.346979,"[10308, 23126]",['US'],1980-09-01,27107960.0,111.0,['en'],Flash Gordon,6.1,237.0,1980
5000000,"[28, 80, 18, 10749, 53, 37]",en,5.839893,"[21468, 21469, 21470]",['US'],1983-04-14,12232628.0,107.0,"['en', 'es']",Lone Wolf McQuade,5.5,67.0,1983
22000000,"[28, 80, 53]",en,9.737907,[6194],['US'],1983-12-07,67642693.0,117.0,['en'],Sudden Impact,6.5,210.0,1983
40000000,"[28, 18, 53, 10752]",en,11.185625,"[306, 1302]",['US'],2001-11-17,91753202.0,106.0,"['cs', 'en', 'es', 'sh']",Behind Enemy Lines,6.0,464.0,2001
85000000,"[53, 80]",en,12.114932,"[79, 129, 172, 2596, 6194, 24939]",['US'],2001-12-07,450717150.0,116.0,"['it', 'en']",Ocean's Eleven,7.2,3857.0,2001
10000000,"[35, 10749]",fr,12.879381,"[591, 592, 4411, 5358, 12000, 23446, 25020, 27897, 30994]","['FR', 'DE']",2001-04-25,173921954.0,122.0,"['fr', 'ru']",Amélie,7.8,3403.0,2001
16000000,[35],en,9.101896,"[333, 441, 2882]",['US'],2001-12-07,66468332.0,89.0,['en'],Not Another Teen Movie,5.5,444.0,2001
68000000,"[18, 9648, 10749, 878, 53]",en,10.071057,"[4, 349, 485]",['US'],2001-12-10,203388341.0,136.0,['en'],Vanilla Sky,6.5,1100.0,2001
21000000,"[35, 18]",en,9.707542,[9195],['US'],2001-10-05,71441250.0,110.0,"['en', 'it']",The Royal Tenenbaums,7.4,1317.0,2001
25000000,"[28, 12, 35, 14, 878]",en,4.11214,"[441, 7585, 35061]",[],1984-08-17,5778353.0,117.0,['en'],Sheena,5.0,22.0,1984
4500000,"[28, 27, 878, 53]",en,1.808605,"[441, 21470]",['US'],1982-04-02,10500000.0,103.0,"['en', 'es']",Silent Rage,5.0,22.0,1982
15000000,"[12, 878]",en,3.521436,"[441, 24373, 24374]",['US'],1983-05-20,16500000.0,90.0,['en'],Spacehunter: Adventures in the Forbidden Zone,5.1,37.0,1983
12000000,[35],en,6.796277,"[33, 216, 45689]",['US'],2001-12-21,31155435.0,93.0,['en'],How High,6.4,230.0,2001
25000000,"[28, 12, 16, 35, 10751, 14, 878]",en,7.308162,"[2348, 4285, 24955]",['US'],2001-12-21,80936232.0,83.0,['en'],Jimmy Neutron: Boy Genius,5.6,235.0,2001
93000000,"[12, 14, 28]",en,32.070725,"[11, 12, 5237]","['NZ', 'US']",2001-12-18,871368364.0,178.0,['en'],The Lord of the Rings: The Fellowship of the Ring,8.0,8892.0,2001
72000000,"[18, 10749]",en,8.063684,"[79, 97, 172, 3982]",['US'],2001-12-21,37317558.0,152.0,['en'],The Majestic,6.6,193.0,2001
60000000,"[18, 10749]",en,11.93646,"[23, 27, 33]",['US'],2001-12-11,313542341.0,135.0,['en'],A Beautiful Mind,7.7,3087.0,2001
107000000,[18],en,9.303104,[441],['US'],2001-12-11,87713825.0,157.0,['en'],Ali,6.7,457.0,2001
92000000,"[28, 36, 10752]",en,10.064446,"[130, 497, 1645]","['GB', 'US']",2001-12-28,172989651.0,144.0,"['en', 'so']",Black Hawk Down,7.2,1832.0,2001
12000000,"[10402, 18, 10749]",en,2.592296,"[60, 3645, 8845]","['GB', 'US']",1983-11-18,30400000.0,132.0,['en'],Yentl,6.2,51.0,1983
19800000,"[18, 9648, 53]",en,14.101101,[987],"['DE', 'GB', 'US']",2001-11-07,87754044.0,137.0,['en'],Gosford Park,6.8,256.0,2001
22000000,[18],en,12.935016,[12],['US'],2001-12-28,92542418.0,132.0,['en'],I Am Sam,7.2,542.0,2001
4000000,"[18, 10749]",en,6.341187,"[35, 695]",['US'],2001-11-11,44909486.0,111.0,['en'],Monster's Ball,6.6,254.0,2001
15000000,"[18, 28, 53]",en,1.672406,"[506, 40144, 40759, 50433, 54940]","['CA', 'GB']",1996-06-26,76382.0,93.0,['en'],Silent Trigger,5.0,22.0,1996
